purchase_id,purchase_date,product_id,supplier_id,quantity,unit_cost,total_cost,freight
A001003,2025-03-30,P009,S007,100,1573,157300,5972
A001004,2025-03-30,P008,S007,159,499,79341,3376
A001005,2025-03-30,P011,S005,100,341,34100,1445
A001006,2025-03-30,P004,S007,220,9351,2057220,65798
A001007,2025-04-01,P014,S004,310,809,250790,7833
A001008,2025-04-01,P007,S006,100,632,63200,4565
A001009,2025-04-01,P018,S002,213,1895,403635,27953
A001010,2025-04-01,P007,S001,310,639,198090,6817
A001011,2025-04-03,P020,S005,216,10287,2221992,68685
A001012,2025-04-03,P004,S003,100,9080,908000,64597
A001013,2025-04-05,P006,S005,183,5361,981063,73139
A001014,2025-04-05,P015,S004,417,839,349863,16367
A001015,2025-04-05,P002,S004,152,12493,1898936,87230
A001016,2025-04-05,P009,S002,433,1458,631314,46876
A001017,2025-04-05,P013,S003,183,2513,459879,15768
A001018,2025-04-05,P016,S001,423,967,409041,26741
A001019,2025-04-05,P012,S003,244,983,239852,11557
A001020,2025-04-07,P013,S002,258,2525,651450,19796
A001021,2025-04-07,P020,S004,137,10100,1383700,100140
A001022,2025-04-07,P009,S001,190,1478,280820,11800
A001023,2025-04-07,P009,S003,115,1488,171120,9856
A001024,2025-04-09,P014,S002,120,805,96600,4564
A001025,2025-04-09,P017,S006,100,1823,182300,5349
A001026,2025-04-09,P010,S003,232,271,62872,3205
A001027,2025-04-11,P019,S001,192,2523,484416,15087
A001028,2025-04-11,P016,S001,160,1022,163520,11192
A001029,2025-04-11,P006,S002,429,5316,2280564,124211
A001030,2025-04-11,P001,S004,415,15363,6375645,431640
A001031,2025-04-11,P006,S002,440,5609,2467960,135189
A001032,2025-04-13,P010,S002,132,268,35376,1364
A001033,2025-04-13,P017,S007,329,1882,619178,18865
A001034,2025-04-13,P010,S003,166,273,45318,2045
A001035,2025-04-13,P005,S004,364,713,259532,14733
A001036,2025-04-13,P017,S005,100,1821,182100,13349
A001037,2025-04-15,P015,S004,124,829,102796,4099
A001038,2025-04-17,P019,S006,217,2421,525357,22012
A001039,2025-04-19,P004,S006,327,9673,3163071,93189
A001040,2025-04-21,P005,S006,178,736,131008,9443
A001041,2025-04-21,P008,S001,181,501,90681,5727
A001042,2025-04-21,P013,S001,130,2618,340340,13952
A001043,2025-04-21,P005,S004,130,758,98540,5926
A001044,2025-04-21,P017,S007,170,1876,318920,16712
A001045,2025-04-21,P014,S002,365,864,315360,18874
A001046,2025-04-21,P003,S005,100,2093,209300,7043
A001047,2025-04-21,P006,S004,125,5773,721625,21355
A001048,2025-04-23,P015,S006,108,827,89316,2566
A001049,2025-04-23,P017,S006,345,1774,612030,39516
A001050,2025-04-23,P004,S007,130,8716,1133080,43659
A001051,2025-04-23,P006,S006,211,5205,1098255,42288
A001052,2025-04-23,P020,S003,163,10680,1740840,107390
A001053,2025-04-23,P018,S007,266,1910,508060,20763
A001054,2025-04-23,P009,S004,124,1369,169756,6886
A001055,2025-04-23,P015,S002,100,806,80600,2829
A001056,2025-04-25,P015,S001,117,765,89505,4221
A001057,2025-04-27,P005,S006,102,797,81294,5409
A001058,2025-04-27,P015,S002,222,787,174714,8317
A001059,2025-04-29,P009,S006,191,1453,277523,9031
A001060,2025-05-01,P019,S007,162,2518,407916,20513
A001061,2025-05-01,P015,S003,274,814,223036,7248
A001062,2025-05-01,P001,S007,273,14454,3945942,215181
A001063,2025-05-01,P017,S005,139,2001,278139,12600
A001064,2025-05-01,P014,S006,266,867,230622,12295
A001065,2025-05-01,P006,S004,100,5918,591800,40002
A001066,2025-05-03,P019,S005,250,2476,619000,33024
A001067,2025-05-03,P018,S005,347,1825,633275,34084
A001068,2025-05-03,P008,S006,139,500,69500,1783
A001069,2025-05-03,P007,S004,298,618,184164,10217
A001070,2025-05-03,P005,S006,368,749,275632,17577
A001071,2025-05-03,P016,S003,100,1028,102800,3313
A001072,2025-05-03,P011,S001,126,308,38808,1875
A001073,2025-05-03,P017,S007,191,1791,342081,22868
A001074,2025-05-05,P012,S005,133,999,132867,4524
A001075,2025-05-07,P005,S005,100,756,75600,5576
A001076,2025-05-09,P006,S007,231,5780,1335180,66980
A001077,2025-05-09,P017,S001,260,1859,483340,16388
A001078,2025-05-09,P009,S005,100,1329,132900,5291
A001079,2025-05-09,P002,S007,306,11726,3588156,177918
A001080,2025-05-09,P017,S006,292,1838,536696,25907
A001081,2025-05-11,P006,S002,283,5290,1497070,107099
A001082,2025-05-11,P011,S004,100,326,32600,873
A001083,2025-05-13,P003,S002,483,2115,1021545,70891
A001084,2025-05-13,P002,S004,187,12680,2371160,140774
A001085,2025-05-13,P009,S002,198,1496,296208,12829
A001086,2025-05-15,P019,S002,275,2416,664400,38471
A001087,2025-05-15,P010,S003,332,280,92960,4106
A001088,2025-05-15,P004,S001,184,9540,1755360,114919
A001089,2025-05-15,P002,S003,116,12095,1403020,96901
A001090,2025-05-15,P009,S001,158,1548,244584,16983
A001091,2025-05-15,P017,S002,118,1906,224908,7479
A001092,2025-05-15,P019,S003,134,2594,347596,21542
A001093,2025-05-15,P004,S002,216,9862,2130192,86773
A001094,2025-05-17,P010,S002,180,291,52380,1760
A001095,2025-05-17,P004,S006,217,9950,2159150,63089
A001096,2025-05-19,P008,S006,132,516,68112,3888
A001097,2025-05-19,P006,S007,218,5945,1296010,73609
A001098,2025-05-19,P004,S006,272,9153,2489616,147844
A001099,2025-05-19,P004,S005,342,9097,3111174,91265
A001100,2025-05-19,P014,S002,587,839,492493,32957
A001101,2025-05-19,P004,S001,100,9514,951400,44478
A001102,2025-05-21,P002,S001,216,12352,2668032,190006
A001103,2025-05-21,P010,S006,202,264,53328,2348
A001104,2025-05-21,P005,S006,249,775,192975,10770
A001105,2025-05-21,P007,S006,100,613,61300,3519
A001106,2025-05-21,P019,S002,204,2480,505920,37594
A001107,2025-05-21,P005,S001,341,728,248248,15273
A001108,2025-05-21,P020,S006,130,10845,1409850,98235
A001109,2025-05-21,P005,S004,317,747,236799,6177
A001110,2025-05-23,P005,S003,263,737,193831,12087
A001111,2025-05-23,P010,S007,227,293,66511,1717
A001112,2025-05-23,P018,S004,366,2030,742980,54390
A001113,2025-05-23,P014,S007,116,877,101732,5963
A001114,2025-05-23,P005,S007,270,746,201420,8506
A001115,2025-05-23,P002,S003,100,12931,1293100,83122
A001116,2025-05-23,P017,S006,100,1970,197000,5913
A001117,2025-05-23,P014,S006,215,874,187910,5778
A001118,2025-05-25,P014,S001,100,840,84000,5243
A001119,2025-05-27,P015,S005,358,807,288906,18430
A001120,2025-05-27,P004,S007,174,9146,1591404,53332
A001121,2025-05-27,P019,S005,153,2422,370566,20593
A001122,2025-05-29,P014,S005,165,888,146520,5108
A001123,2025-05-29,P004,S001,151,9227,1393277,58380
A001124,2025-05-29,P017,S001,100,1827,182700,7839
A001125,2025-05-31,P020,S007,133,10225,1359925,50569
A001126,2025-05-31,P020,S007,155,10604,1643620,122323
A001127,2025-05-31,P010,S007,327,266,86982,5239
A001128,2025-05-31,P019,S006,277,2274,629898,37362
A001129,2025-05-31,P019,S003,130,2481,322530,20229
A001130,2025-05-31,P007,S001,425,631,268175,10524
A001131,2025-06-02,P009,S002,100,1495,149500,6242
A001132,2025-06-02,P017,S004,100,1970,197000,13793
A001133,2025-06-02,P020,S007,128,10637,1361536,64092
A001134,2025-06-02,P013,S006,100,2456,245600,8209
A001135,2025-06-02,P003,S001,291,2098,610518,18459
A001136,2025-06-04,P013,S002,138,2580,356040,10388
A001137,2025-06-04,P013,S003,100,2475,247500,6786
A001138,2025-06-04,P010,S007,223,281,62663,2568
A001139,2025-06-04,P002,S001,100,12837,1283700,72501
A001140,2025-06-04,P011,S006,159,335,53265,1576
A001141,2025-06-06,P015,S002,100,797,79700,3519
A001142,2025-06-06,P005,S003,141,694,97854,4369
A001143,2025-06-06,P014,S007,120,866,103920,4687
A001144,2025-06-06,P001,S004,116,13186,1529576,64266
A001145,2025-06-06,P013,S001,171,2372,405612,19461
A001146,2025-06-06,P013,S005,126,2628,331128,15283
A001147,2025-06-06,P006,S005,137,5612,768844,48821
A001148,2025-06-08,P015,S006,121,845,102245,3659
A001149,2025-06-08,P008,S004,230,521,119830,6218
A001150,2025-06-08,P014,S004,127,879,111633,4843
A001151,2025-06-08,P010,S006,126,267,33642,1561
A001152,2025-06-08,P012,S003,456,899,409944,23114
A001153,2025-06-08,P002,S006,218,12391,2701238,142386
A001154,2025-06-08,P016,S004,312,1005,313560,20368
A001155,2025-06-08,P001,S002,129,14282,1842378,85766
A001156,2025-06-10,P005,S004,100,787,78700,4436
A001157,2025-06-10,P003,S004,118,2298,271164,12457
A001158,2025-06-10,P008,S005,178,482,85796,5065
A001159,2025-06-12,P007,S004,146,652,95192,5703
A001160,2025-06-12,P014,S003,368,878,323104,23535
A001161,2025-06-12,P004,S004,126,9324,1174824,36841
A001162,2025-06-14,P009,S007,284,1351,383684,18198
A001163,2025-06-14,P009,S006,171,1436,245556,7322
A001164,2025-06-14,P017,S006,100,1840,184000,12924
A001165,2025-06-14,P011,S006,163,343,55909,2850
A001166,2025-06-16,P016,S001,128,1032,132096,4068
A001167,2025-06-18,P014,S004,255,844,215220,7525
A001168,2025-06-18,P013,S001,154,2661,409794,13989
A001169,2025-06-18,P020,S005,353,10535,3718855,100950
A001170,2025-06-18,P007,S001,352,624,219648,11289
A001171,2025-06-18,P007,S005,391,643,251413,10013
A001172,2025-06-18,P009,S001,141,1435,202335,11890
A001173,2025-06-18,P007,S007,132,611,80652,4555
A001174,2025-06-20,P010,S007,183,272,49776,2643
A001175,2025-06-22,P011,S007,711,353,250983,12835
A001176,2025-06-24,P012,S005,235,997,234295,14302
A001177,2025-06-24,P002,S002,114,11941,1361274,48700
A001178,2025-06-24,P020,S005,284,10543,2994212,177923
A001179,2025-06-24,P011,S006,100,332,33200,2137
A001180,2025-06-24,P018,S006,461,2061,950121,39996
A001181,2025-06-24,P015,S007,137,813,111381,7202
A001182,2025-06-24,P015,S006,199,758,150842,6545
A001183,2025-06-24,P013,S004,130,2505,325650,23066
A001184,2025-06-26,P007,S007,157,646,101422,3695
A001185,2025-06-26,P003,S004,100,2131,213100,14220
A001186,2025-06-26,P013,S005,221,2735,604435,38203
A001187,2025-06-26,P011,S004,153,330,50490,1564
A001188,2025-06-26,P014,S002,206,839,172834,7101
A001189,2025-06-26,P006,S001,284,5614,1594376,75480
A001190,2025-06-26,P006,S001,311,5741,1785451,72319
A001191,2025-06-28,P003,S002,228,2039,464892,25833
A001192,2025-06-28,P005,S007,250,764,191000,5092
A001193,2025-06-28,P009,S003,114,1397,159258,11074
A001194,2025-06-30,P016,S004,281,1101,309381,15123
A001195,2025-07-02,P019,S004,173,2389,413297,27042
A001196,2025-07-04,P009,S003,353,1403,495259,29044
A001197,2025-07-04,P012,S006,229,999,228771,13485
A001198,2025-07-04,P003,S001,372,2094,778968,52347
A001199,2025-07-04,P006,S002,109,5572,607348,20028
A001200,2025-07-06,P015,S002,100,840,84000,2277
A001201,2025-07-06,P011,S001,100,337,33700,1088
A001202,2025-07-06,P020,S003,426,10521,4481946,173575
A001203,2025-07-06,P010,S005,143,276,39468,1131
A001204,2025-07-06,P003,S003,381,1968,749808,37324
A001205,2025-07-08,P017,S004,100,1966,196600,12146
A001206,2025-07-08,P017,S002,203,1873,380219,10006
A001207,2025-07-08,P016,S002,175,993,173775,8638
A001208,2025-07-08,P014,S007,185,865,160025,9380
A001209,2025-07-08,P001,S003,100,14152,1415200,46969
A001210,2025-07-08,P008,S003,238,515,122570,6002
A001211,2025-07-10,P006,S001,101,5583,563883,35980
A001212,2025-07-10,P015,S007,406,800,324800,12407
A001213,2025-07-10,P017,S005,183,1980,362340,16769
A001214,2025-07-10,P002,S005,116,12682,1471112,52967
A001215,2025-07-10,P019,S002,314,2355,739470,32382
A001216,2025-07-12,P001,S001,574,14253,8181222,278725
A001217,2025-07-12,P002,S005,187,10997,2056439,81403
A001218,2025-07-12,P017,S006,533,1996,1063868,60211
A001219,2025-07-12,P007,S007,365,676,246740,8847
A001220,2025-07-12,P014,S002,100,869,86900,4912
A001221,2025-07-12,P013,S004,181,2633,476573,22496
A001222,2025-07-12,P018,S001,113,1827,206451,12414
A001223,2025-07-14,P012,S007,119,903,107457,5804
A001224,2025-07-14,P010,S005,100,275,27500,1136
A001225,2025-07-14,P006,S001,252,5827,1468404,62155
A001226,2025-07-14,P016,S004,275,1077,296175,16310
A001227,2025-07-14,P009,S007,140,1439,201460,8283
A001228,2025-07-16,P003,S003,100,2112,211200,11106
A001229,2025-07-16,P015,S007,217,793,172081,11871
A001230,2025-07-16,P014,S002,318,897,285246,20422
A001231,2025-07-16,P002,S002,339,12138,4114782,296555
A001232,2025-07-16,P018,S006,106,1877,198962,8309
A001233,2025-07-16,P018,S004,157,2033,319181,8428
A001234,2025-07-16,P005,S007,100,806,80600,4904
A001235,2025-07-16,P009,S003,193,1491,287763,15510
A001236,2025-07-18,P009,S006,280,1398,391440,16599
A001237,2025-07-18,P020,S005,163,10922,1780286,128333
A001238,2025-07-18,P018,S005,233,2108,491164,34773
A001239,2025-07-18,P016,S001,100,1084,108400,8094
A001240,2025-07-18,P005,S004,252,755,190260,7350
A001241,2025-07-20,P011,S005,409,339,138651,7441
A001242,2025-07-20,P020,S007,419,10681,4475339,127661
A001243,2025-07-20,P009,S006,360,1415,509400,17894
A001244,2025-07-20,P011,S005,460,334,153640,8403
A001245,2025-07-20,P013,S002,780,2438,1901640,121788
A001246,2025-07-20,P003,S005,232,2072,480704,15977
A001247,2025-07-20,P008,S006,442,528,233376,6262
A001248,2025-07-20,P005,S004,381,734,279654,16334
A001249,2025-07-22,P011,S006,220,333,73260,4154
A001250,2025-07-22,P007,S003,209,607,126863,9053
A001251,2025-07-22,P017,S007,100,1848,184800,10428
A001252,2025-07-22,P020,S002,182,11225,2042950,98841
A001253,2025-07-24,P014,S004,100,828,82800,2385
A001254,2025-07-24,P011,S006,100,342,34200,1077
A001255,2025-07-24,P010,S007,536,280,150080,9778
A001256,2025-07-24,P013,S006,149,2605,388145,11580
A001257,2025-07-24,P010,S003,113,304,34352,900
A001258,2025-07-24,P010,S002,261,288,75168,4173
A001259,2025-07-26,P019,S002,100,2391,239100,17046
A001260,2025-07-26,P009,S006,203,1390,282170,15006
A001261,2025-07-28,P003,S007,105,2058,216090,6701
A001262,2025-07-28,P002,S004,115,12114,1393110,104323
A001263,2025-07-28,P012,S002,216,1023,220968,8313
A001264,2025-07-28,P008,S004,164,516,84624,4695
A001265,2025-07-28,P005,S006,161,730,117530,6715
A001266,2025-07-28,P014,S007,171,892,152532,7172
A001267,2025-07-28,P002,S004,376,12569,4725944,287304
A001268,2025-07-30,P016,S007,184,1027,188968,11588
A001269,2025-07-30,P011,S007,277,327,90579,6682
A001270,2025-07-30,P016,S006,257,996,255972,15206
A001271,2025-07-30,P016,S007,241,1082,260762,7672
A001272,2025-07-30,P018,S005,322,1950,627900,44049
A001273,2025-07-30,P005,S002,217,747,162099,7804
A001274,2025-08-01,P016,S001,141,1088,153408,10194
A001275,2025-08-01,P006,S007,275,5154,1417350,91337
A001276,2025-08-01,P010,S001,165,279,46035,2148
A001277,2025-08-01,P011,S007,285,338,96330,2428
A001278,2025-08-01,P018,S004,322,2079,669438,45078
A001279,2025-08-01,P019,S001,171,2478,423738,21320
A001280,2025-08-03,P014,S002,292,926,270392,6816
A001281,2025-08-03,P003,S002,163,2020,329260,19842
A001282,2025-08-03,P006,S005,102,5706,582012,19275
A001283,2025-08-03,P008,S004,557,495,275715,16610
A001284,2025-08-03,P017,S004,100,1894,189400,6649
A001285,2025-08-03,P019,S004,267,2488,664296,22980
A001286,2025-08-03,P012,S005,108,1049,113292,5653
A001287,2025-08-03,P010,S004,190,270,51300,2044
A001288,2025-08-05,P020,S005,180,9682,1742760,62440
A001289,2025-08-05,P019,S001,249,2451,610299,20071
A001290,2025-08-07,P020,S002,614,10011,6146754,251906
A001291,2025-08-07,P003,S007,100,2257,225700,8866
A001292,2025-08-07,P010,S001,276,285,78660,3136
A001293,2025-08-07,P011,S003,120,340,40800,3033
A001294,2025-08-09,P016,S001,252,1057,266364,15196
A001295,2025-08-11,P009,S006,347,1377,477819,21997
A001296,2025-08-11,P012,S006,115,984,113160,2887
A001297,2025-08-13,P011,S007,364,327,119028,8103
A001298,2025-08-13,P008,S004,129,493,63597,4461
A001299,2025-08-13,P019,S007,138,2439,336582,24391
A001300,2025-08-13,P004,S002,341,9769,3331229,181815
A001301,2025-08-13,P003,S003,267,2083,556161,39613
A001302,2025-08-15,P002,S005,100,12774,1277400,55806
A001303,2025-08-17,P002,S002,533,11487,6122571,225335
A001304,2025-08-17,P020,S004,100,10517,1051700,39963
A001305,2025-08-17,P003,S002,197,1926,379422,17614
A001306,2025-08-17,P008,S004,159,500,79500,3568
A001307,2025-08-17,P001,S003,294,14081,4139814,216464
A001308,2025-08-19,P010,S006,125,273,34125,1339
A001309,2025-08-21,P011,S001,151,317,47867,2176
A001310,2025-08-23,P008,S003,127,486,61722,2040
A001311,2025-08-25,P013,S001,100,2703,270300,8096
A001312,2025-08-27,P020,S006,143,10804,1544972,81580
A001313,2025-08-27,P004,S004,170,9989,1698130,86984
A001314,2025-08-29,P019,S004,153,2447,374391,24028
A001315,2025-08-29,P004,S003,248,10057,2494136,114862
A001316,2025-08-29,P007,S006,100,621,62100,3194
A001317,2025-08-29,P017,S005,100,1972,197200,10374
A001318,2025-08-29,P014,S005,581,811,471191,27972
A001319,2025-08-29,P016,S006,232,997,231304,6384
A001320,2025-08-29,P015,S003,239,771,184269,8968
A001321,2025-08-29,P018,S004,254,1957,497078,14919
A001322,2025-08-31,P001,S001,322,15100,4862200,348094
A001323,2025-08-31,P006,S001,156,5860,914160,45165
A001324,2025-08-31,P020,S005,100,10627,1062700,58034
A001325,2025-08-31,P010,S006,100,265,26500,1453
A001326,2025-09-02,P017,S006,100,1738,173800,10928
A001327,2025-09-02,P005,S007,407,754,306878,17312
A001328,2025-09-02,P006,S002,253,5744,1453232,93237
A001329,2025-09-02,P003,S006,298,1974,588252,20134
A001330,2025-09-04,P017,S002,187,1834,342958,8871
A001331,2025-09-04,P008,S002,263,507,133341,3925
A001332,2025-09-04,P004,S002,305,9509,2900245,74909
A001333,2025-09-04,P007,S005,208,627,130416,8638
A001334,2025-09-04,P005,S002,106,746,79076,2763
A001335,2025-09-04,P014,S003,156,828,129168,3533
A001336,2025-09-04,P012,S006,100,1075,107500,5787
A001337,2025-09-04,P003,S005,227,2069,469663,30610
A001338,2025-09-06,P003,S006,335,2096,702160,40870
A001339,2025-09-06,P010,S001,124,280,34720,1000
A001340,2025-09-08,P017,S004,100,1866,186600,8353
A001341,2025-09-08,P002,S002,210,12123,2545830,142118
A001342,2025-09-08,P004,S003,206,9515,1960090,138300
A001343,2025-09-10,P020,S001,100,10439,1043900,62856
A001344,2025-09-10,P017,S007,135,1942,262170,7107
A001345,2025-09-12,P018,S002,268,1986,532248,29171
A001346,2025-09-12,P006,S004,148,5342,790616,36251
A001347,2025-09-12,P006,S003,387,5904,2284848,97559
A001348,2025-09-12,P008,S006,100,495,49500,3022
A001349,2025-09-12,P016,S003,414,1012,418968,29720
A001350,2025-09-12,P013,S007,253,2623,663619,28838
A001351,2025-09-14,P017,S005,100,1837,183700,8918
A001352,2025-09-14,P001,S004,301,14960,4502960,208538
A001353,2025-09-14,P014,S002,425,925,393125,17493
A001354,2025-09-14,P002,S003,100,12439,1243900,46639
A001355,2025-09-14,P016,S002,120,1069,128280,5272
A001356,2025-09-14,P015,S005,306,838,256428,18195
A001357,2025-09-16,P020,S001,100,10564,1056400,43696
A001358,2025-09-16,P002,S006,100,12888,1288800,38629
A001359,2025-09-16,P010,S003,100,274,27400,915
A001360,2025-09-16,P013,S002,163,2705,440915,30728
A001361,2025-09-16,P004,S005,453,9406,4260918,294041
A001362,2025-09-16,P008,S002,100,485,48500,2706
A001363,2025-09-16,P010,S001,140,285,39900,2695
A001364,2025-09-18,P015,S004,166,856,142096,4185
A001365,2025-09-18,P012,S005,212,1002,212424,6170
A001366,2025-09-18,P004,S001,178,9390,1671420,108711
A001367,2025-09-20,P020,S007,159,10194,1620846,86847
A001368,2025-09-20,P008,S001,448,479,214592,10200
A001369,2025-09-20,P016,S002,356,1109,394804,21835
A001370,2025-09-20,P001,S007,164,14737,2416868,100442
A001371,2025-09-20,P019,S007,100,2438,243800,16867
A001372,2025-09-20,P001,S004,184,14387,2647208,172599
A001373,2025-09-20,P006,S007,147,5687,835989,53015
A001374,2025-09-20,P020,S004,100,10962,1096200,41838
A001375,2025-09-22,P001,S003,430,14641,6295630,195372
A001376,2025-09-22,P004,S004,171,9731,1664001,120239
A001377,2025-09-22,P019,S006,168,2427,407736,28554
A001378,2025-09-22,P007,S007,125,633,79125,5321
A001379,2025-09-22,P014,S003,169,824,139256,3800
A001380,2025-09-22,P007,S001,117,666,77922,5513
A001381,2025-09-22,P010,S006,118,293,34574,1484
A001382,2025-09-22,P007,S007,174,591,102834,6359
A001383,2025-09-24,P001,S004,112,14684,1644608,85348
A001384,2025-09-26,P003,S002,245,2048,501760,20540
A001385,2025-09-28,P013,S007,100,2695,269500,15971
A001386,2025-09-28,P019,S003,268,2363,633284,37341
A001387,2025-09-28,P004,S006,277,8548,2367796,75851
A001388,2025-09-30,P001,S004,336,13416,4507776,208217
A001389,2025-10-02,P019,S003,200,2493,498600,28236
A001390,2025-10-02,P004,S001,207,9299,1924893,95617
A001391,2025-10-02,P007,S001,119,671,79849,4761
A001392,2025-10-02,P014,S004,270,885,238950,10866
A001393,2025-10-02,P017,S005,394,1838,724172,22893
A001394,2025-10-02,P012,S003,148,964,142672,4963
A001395,2025-10-02,P004,S007,100,9668,966800,37208
A001396,2025-10-02,P009,S003,388,1302,505176,30002
A001397,2025-10-04,P019,S005,173,2401,415373,25499
A001398,2025-10-04,P008,S003,179,519,92901,3227
A001399,2025-10-04,P017,S001,211,1895,399845,19346
A001400,2025-10-04,P007,S005,260,644,167440,11620
A001401,2025-10-04,P008,S004,214,489,104646,3988
A001402,2025-10-04,P015,S004,100,813,81300,4793
A001403,2025-10-06,P018,S004,167,2052,342684,8949
A001404,2025-10-06,P020,S005,157,10626,1668282,51991
A001405,2025-10-06,P011,S007,178,341,60698,1926
A001406,2025-10-06,P015,S001,245,833,204085,7754
A001407,2025-10-06,P014,S007,334,887,296258,11112
A001408,2025-10-08,P006,S006,275,5377,1478675,106565
A001409,2025-10-08,P007,S004,131,650,85150,2464
A001410,2025-10-08,P006,S003,264,5522,1457808,68936
A001411,2025-10-08,P010,S001,131,290,37990,2221
A001412,2025-10-08,P004,S006,100,9004,900400,39550
A001413,2025-10-10,P019,S007,221,2469,545649,29377
A001414,2025-10-10,P014,S004,234,826,193284,4990
A001415,2025-10-10,P003,S007,215,1994,428710,29107
A001416,2025-10-10,P010,S007,234,285,66690,3316
A001417,2025-10-12,P014,S004,176,899,158224,6580
A001418,2025-10-12,P004,S005,135,10345,1396575,100475
A001419,2025-10-12,P018,S003,217,2116,459172,32135
A001420,2025-10-12,P003,S004,181,2135,386435,17104
A001421,2025-10-14,P009,S003,112,1476,165312,8208
A001422,2025-10-14,P001,S003,100,14299,1429900,103787
A001423,2025-10-14,P011,S006,175,347,60725,4492
A001424,2025-10-14,P003,S004,202,2105,425210,18723
A001425,2025-10-14,P018,S002,135,1938,261630,12269
A001426,2025-10-16,P011,S002,100,322,32200,1717
A001427,2025-10-16,P008,S005,100,527,52700,1453
A001428,2025-10-16,P017,S005,146,1874,273604,17258
A001429,2025-10-16,P010,S005,108,271,29268,1859
A001430,2025-10-16,P003,S007,186,2255,419430,15358
A001431,2025-10-16,P009,S004,155,1358,210490,11598
A001432,2025-10-16,P018,S007,135,2060,278100,7967
A001433,2025-10-16,P013,S002,180,2515,452700,24040
A001434,2025-10-18,P018,S002,135,1954,263790,13286
A001435,2025-10-20,P020,S001,287,11317,3247979,91143
A001436,2025-10-20,P001,S001,169,14258,2409602,95528
A001437,2025-10-20,P008,S003,171,541,92511,6670
A001438,2025-10-20,P001,S001,599,15234,9125166,337509
A001439,2025-10-20,P017,S004,201,1747,351147,11736
A001440,2025-10-20,P004,S002,334,9291,3103194,96785
A001441,2025-10-22,P018,S004,100,2132,213200,8017
A001442,2025-10-22,P005,S004,211,765,161415,11776
A001443,2025-10-24,P013,S001,117,2673,312741,12094
A001444,2025-10-24,P005,S003,260,742,192920,6158
A001445,2025-10-24,P014,S003,473,877,414821,13660
A001446,2025-10-24,P013,S001,221,2705,597805,19427
A001447,2025-10-24,P015,S003,143,908,129844,5544
A001448,2025-10-24,P007,S003,305,570,173850,4969
A001449,2025-10-24,P015,S002,191,858,163878,10255
A001450,2025-10-24,P019,S006,413,2529,1044477,77353
A001451,2025-10-26,P020,S004,157,10444,1639708,43546
A001452,2025-10-26,P020,S002,260,10259,2667340,149080
A001453,2025-10-26,P002,S007,121,11561,1398881,93054
A001454,2025-10-26,P009,S003,100,1468,146800,8031
A001455,2025-10-26,P010,S003,234,302,70668,3404
A001456,2025-10-26,P008,S004,100,498,49800,1652
A001457,2025-10-28,P007,S007,134,611,81874,6096
A001458,2025-10-28,P015,S006,365,811,296015,10640
A001459,2025-10-28,P018,S003,158,2107,332906,12522
A001460,2025-10-28,P013,S006,261,2719,709659,50045
A001461,2025-10-30,P002,S003,161,11666,1878226,107588
A001462,2025-10-30,P018,S002,120,2008,240960,8035
A001463,2025-10-30,P012,S003,258,1000,258000,15871
A001464,2025-10-30,P009,S001,107,1424,152368,5276
A001465,2025-10-30,P005,S001,413,787,325031,10969
A001466,2025-10-30,P005,S006,373,742,276766,12370
A001467,2025-10-30,P018,S006,269,2014,541766,13991
A001468,2025-10-30,P020,S004,341,11242,3833522,199321
A001469,2025-11-01,P020,S006,372,10373,3858756,279145
A001470,2025-11-01,P019,S002,297,2538,753786,40484
A001471,2025-11-01,P003,S001,327,2018,659886,22767
A001472,2025-11-01,P001,S007,195,13860,2702700,127469
A001473,2025-11-03,P005,S005,306,779,238374,8237
A001474,2025-11-03,P005,S001,221,710,156910,5825
A001475,2025-11-03,P001,S007,156,14545,2269020,124856
A001476,2025-11-03,P013,S007,100,2599,259900,11438
A001477,2025-11-05,P003,S003,100,2047,204700,9343
A001478,2025-11-05,P011,S005,280,324,90720,4152
A001479,2025-11-07,P020,S004,200,11058,2211600,55684
A001480,2025-11-07,P015,S001,129,813,104877,2832
A001481,2025-11-07,P001,S007,203,13310,2701930,156725
A001482,2025-11-07,P019,S001,210,2404,504840,34860
A001483,2025-11-07,P001,S003,103,13952,1437056,43172
A001484,2025-11-07,P006,S005,239,5303,1267417,87362
A001485,2025-11-09,P006,S005,118,5199,613482,15977
A001486,2025-11-09,P020,S004,210,10845,2277450,80487
A001487,2025-11-09,P018,S002,252,2060,519120,15562
A001488,2025-11-09,P014,S001,414,885,366390,23959
A001489,2025-11-09,P010,S005,178,292,51976,3118
A001490,2025-11-11,P015,S007,515,791,407365,18876
A001491,2025-11-11,P008,S001,345,528,182160,11749
A001492,2025-11-11,P009,S002,116,1486,172376,7128
A001493,2025-11-11,P008,S002,175,522,91350,3100
A001494,2025-11-11,P012,S001,176,947,166672,5437
A001495,2025-11-11,P008,S007,335,486,162810,6583
A001496,2025-11-11,P009,S005,107,1420,151940,10808
A001497,2025-11-11,P010,S006,302,279,84258,6275
A001498,2025-11-13,P003,S004,266,2077,552482,34407
A001499,2025-11-13,P013,S002,129,2620,337980,16579
A001500,2025-11-13,P018,S003,190,1899,360810,19839
A001501,2025-11-13,P015,S007,366,805,294630,15748
A001502,2025-11-13,P015,S005,185,807,149295,8752
A001503,2025-11-13,P008,S006,329,487,160223,11870
